ダウンロードした時刻：2015/06/18 14:18:04

,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山
2015/6/1 14:00:00,21.1,8,1,2.6,8,北,8,1,0,1,8,1,,,1,1,,,1,1,0.4,0,8,1,,0,1,885.3,8,1,,0,1,76,8,1,19.0,8,1
2015/6/1 15:00:00,21.2,8,1,3.1,8,北,8,1,0,1,8,1,,,1,1,,,1,1,0.1,0,8,1,,0,1,885.1,8,1,,0,1,75,8,1,18.9,8,1
2015/6/1 16:00:00,20.6,8,1,2.1,8,西北西,8,1,0,1,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,885.0,8,1,,0,1,82,8,1,19.9,8,1
2015/6/1 17:00:00,19.6,8,1,3.3,8,西,8,1,0,1,8,1,,,1,1,,,1,1,0.1,0,8,1,,0,1,885.2,8,1,,0,1,88,8,1,20.1,8,1
2015/6/1 18:00:00,19.1,8,1,2.7,8,南東,8,1,0,1,8,1,,,1,1,,,1,1,0.1,0,8,1,,0,1,885.6,8,1,,0,1,88,8,1,19.5,8,1
2015/6/1 19:00:00,18.2,8,1,2.1,8,南東,8,1,0,1,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,886.1,8,1,,0,1,93,8,1,19.4,8,1
2015/6/1 20:00:00,17.2,8,1,0.5,8,北北東,8,1,0,1,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,886.5,8,1,,0,1,98,8,1,19.2,8,1
2015/6/1 21:00:00,17.1,8,1,1.4,8,南南東,8,1,0,1,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,886.5,8,1,,0,1,95,8,1,18.5,8,1
2015/6/1 22:00:00,17.0,8,1,1.4,8,南南東,8,1,0,1,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,887.0,8,1,,0,1,94,8,1,18.2,8,1
2015/6/1 23:00:00,16.3,8,1,3.9,8,南南東,8,1,0,1,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,886.8,8,1,,0,1,99,8,1,18.3,8,1
2015/6/2 00:00:00,15.8,8,1,3.6,8,南,8,1,0,1,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,886.4,8,1,,0,1,99,8,1,17.8,8,1
2015/6/2 1:00:00,16.4,8,1,3.1,8,南,8,1,0,1,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,885.6,8,1,,0,1,88,8,1,16.4,8,1
2015/6/2 2:00:00,16.4,8,1,3.1,8,南南東,8,1,0,1,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,885.3,8,1,,0,1,86,8,1,16.0,8,1
2015/6/2 3:00:00,15.2,8,1,3.9,8,南,8,1,0,1,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,886.1,8,1,,0,1,92,8,1,15.9,8,1
2015/6/2 4:00:00,16.3,8,1,3.3,8,南南東,8,1,0,1,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,885.8,8,1,,0,1,78,8,1,14.5,8,1
2015/6/2 5:00:00,14.8,8,1,2.1,8,南南西,8,1,0,1,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,885.8,8,1,,0,1,93,8,1,15.7,8,1
2015/6/2 6:00:00,17.0,8,1,2.5,8,南,8,1,0,1,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,885.9,8,1,,0,1,72,8,1,14.0,8,1
2015/6/2 7:00:00,16.8,8,1,4.0,8,南西,8,1,0,1,8,1,,,1,1,,,1,1,0.3,0,8,1,,0,1,886.0,8,1,,0,1,77,8,1,14.7,8,1
2015/6/2 8:00:00,16.4,8,1,2.7,8,南南東,8,1,0.0,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,885.9,8,1,,0,1,90,8,1,16.8,8,1
2015/6/2 9:00:00,17.3,8,1,2.5,8,南,8,1,0.0,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,886.1,8,1,,0,1,85,8,1,16.8,8,1
2015/6/2 10:00:00,17.9,8,1,2.6,8,南,8,1,0,1,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,885.8,8,1,,0,1,87,8,1,17.8,8,1
2015/6/2 11:00:00,18.4,8,1,1.4,8,西南西,8,1,0,1,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,885.7,8,1,,0,1,90,8,1,19.0,8,1
2015/6/2 12:00:00,19.5,8,1,2.8,8,南南東,8,1,0,1,8,1,,,1,1,,,1,1,0.1,0,8,1,,0,1,885.2,8,1,,0,1,84,8,1,19.0,8,1
2015/6/2 13:00:00,20.8,8,1,3.3,8,南南西,8,1,0,1,8,1,,,1,1,,,1,1,0.3,0,8,1,,0,1,884.8,8,1,,0,1,81,8,1,19.9,8,1
2015/6/2 14:00:00,19.7,8,1,3.0,8,南西,8,1,0,1,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,884.7,8,1,,0,1,88,8,1,20.2,8,1
2015/6/2 15:00:00,18.1,8,1,4.5,8,南西,8,1,0.5,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,884.0,8,1,,0,1,98,8,1,20.4,8,1
2015/6/2 16:00:00,18.2,8,1,4.9,8,南南西,8,1,4.5,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,883.4,8,1,,0,1,99,8,1,20.7,8,1
2015/6/2 17:00:00,18.0,8,1,3.9,8,南,8,1,2.0,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,883.0,8,1,,0,1,100,8,1,20.6,8,1
2015/6/2 18:00:00,18.1,8,1,6.1,8,南南西,8,1,7.5,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,882.9,8,1,,0,1,100,8,1,20.8,8,1
2015/6/2 19:00:00,18.2,8,1,8.3,8,南西,8,1,3.5,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,883.0,8,1,,0,1,100,8,1,20.9,8,1
2015/6/2 20:00:00,18.2,8,1,5.8,8,南南西,8,1,6.5,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,882.6,8,1,,0,1,100,8,1,20.9,8,1
2015/6/2 21:00:00,17.8,8,1,5.7,8,南南西,8,1,15.5,0,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,882.7,8,1,,0,1,100,8,1,20.4,8,1
2015/6/2 22:00:00,17.8,8,1,3.7,8,南南西,8,1,17.0,0,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,882.5,8,1,,0,1,100,8,1,20.4,8,1
2015/6/2 23:00:00,17.7,8,1,13.4,8,南西,8,1,13.5,0,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,882.3,8,1,,0,1,100,8,1,20.3,8,1
2015/6/3 00:00:00,17.6,8,1,13.5,8,南西,8,1,8.0,0,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,881.1,8,1,,0,1,100,8,1,20.1,8,1
2015/6/3 1:00:00,17.8,8,1,11.0,8,南西,8,1,8.5,0,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,880.8,8,1,,0,1,100,8,1,20.4,8,1
2015/6/3 2:00:00,17.4,8,1,13.3,8,南西,8,1,2.0,0,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,880.3,8,1,,0,1,100,8,1,19.9,8,1
2015/6/3 3:00:00,18.2,8,1,14.1,8,南西,8,1,18.0,0,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,879.3,8,1,,0,1,100,8,1,20.9,8,1
2015/6/3 4:00:00,17.5,8,1,12.4,8,南西,8,1,9.5,0,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,878.7,8,1,,0,1,100,8,1,20.0,8,1
2015/6/3 5:00:00,18.0,8,1,5.1,8,西南西,8,1,16.0,0,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,879.0,8,1,,0,1,100,8,1,20.6,8,1
2015/6/3 6:00:00,17.7,8,1,6.7,8,西,8,1,18.5,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,879.4,8,1,,0,1,100,8,1,20.3,8,1
2015/6/3 7:00:00,17.6,8,1,4.7,8,西南西,8,1,12.0,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,879.3,8,1,,0,1,100,8,1,20.1,8,1
2015/6/3 8:00:00,17.3,8,1,5.5,8,西,8,1,19.0,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,879.8,8,1,,0,1,100,8,1,19.7,8,1
2015/6/3 9:00:00,17.2,8,1,4.5,8,西,8,1,13.0,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,879.8,8,1,,0,1,100,8,1,19.6,8,1
2015/6/3 10:00:00,17.3,8,1,3.4,8,西,8,1,9.0,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,879.7,8,1,,0,1,100,8,1,19.7,8,1
2015/6/3 11:00:00,16.9,8,1,3.2,8,西北西,8,1,4.0,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,879.8,8,1,,0,1,100,8,1,19.3,8,1
2015/6/3 12:00:00,17.0,8,1,4.2,8,北,8,1,5.0,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,879.2,8,1,,0,1,100,8,1,19.4,8,1
2015/6/3 13:00:00,16.7,8,1,4.9,8,北,8,1,10.0,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,879.1,8,1,,0,1,100,8,1,19.0,8,1
2015/6/3 14:00:00,15.3,8,1,4.0,8,北東,8,1,2.0,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,879.1,8,1,,0,1,100,8,1,17.4,8,1
2015/6/3 15:00:00,15.6,8,1,4.5,8,北東,8,1,0.0,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,878.6,8,1,,0,1,99,8,1,17.5,8,1
2015/6/3 16:00:00,18.9,8,1,4.1,8,北,8,1,0.0,0,8,1,,,1,1,,,1,1,0.4,0,8,1,,0,1,878.2,8,1,,0,1,96,8,1,21.0,8,1
2015/6/3 17:00:00,16.3,8,1,3.5,8,北北東,8,1,0,1,8,1,,,1,1,,,1,1,0.2,0,8,1,,0,1,878.3,8,1,,0,1,97,8,1,18.0,8,1
2015/6/3 18:00:00,15.5,8,1,4.1,8,北,8,1,0,1,8,1,,,1,1,,,1,1,0.2,0,8,1,,0,1,878.7,8,1,,0,1,99,8,1,17.4,8,1
2015/6/3 19:00:00,13.7,8,1,5.7,8,北北東,8,1,0.0,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,879.0,8,1,,0,1,100,8,1,15.7,8,1
2015/6/3 20:00:00,12.8,8,1,4.8,8,北北東,8,1,0.0,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,880.1,8,1,,0,1,99,8,1,14.6,8,1
2015/6/3 21:00:00,13.1,8,1,5.6,8,北北東,8,1,0.0,0,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,880.8,8,1,,0,1,88,8,1,13.3,8,1
2015/6/3 22:00:00,13.4,8,1,5.0,8,北東,8,1,0,1,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,881.4,8,1,,0,1,71,8,1,10.9,8,1
2015/6/3 23:00:00,13.2,8,1,7.7,8,北東,8,1,0,1,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,881.6,8,1,,0,1,52,8,1,7.9,8,1
2015/6/4 00:00:00,13.5,8,1,6.7,8,北北東,8,1,0,1,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,882.0,8,1,,0,1,49,8,1,7.6,8,1
2015/6/4 1:00:00,12.7,8,1,5.1,8,北北東,8,1,0,1,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,882.3,8,1,,0,1,52,8,1,7.6,8,1
2015/6/4 2:00:00,12.6,8,1,7.7,8,北北東,8,1,0,1,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,881.9,8,1,,0,1,53,8,1,7.7,8,1
2015/6/4 3:00:00,12.4,8,1,6.9,8,北北東,8,1,0,1,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,881.7,8,1,,0,1,57,8,1,8.2,8,1
2015/6/4 4:00:00,13.2,8,1,7.3,8,北北東,8,1,0,1,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,882.0,8,1,,0,1,44,8,1,6.7,8,1
2015/6/4 5:00:00,13.4,8,1,6.0,8,北北東,8,1,0,1,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,882.7,8,1,,0,1,43,8,1,6.6,8,1
2015/6/4 6:00:00,13.5,8,1,6.4,8,北東,8,1,0,1,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,883.0,8,1,,0,1,40,8,1,6.2,8,1
2015/6/4 7:00:00,13.5,8,1,7.3,8,北東,8,1,0,1,8,1,,,1,1,,,1,1,0.4,0,8,1,,0,1,883.6,8,1,,0,1,37,8,1,5.7,8,1
2015/6/4 8:00:00,14.9,8,1,6.9,8,北東,8,1,0,1,8,1,,,1,1,,,1,1,0.9,0,8,1,,0,1,884.1,8,1,,0,1,38,8,1,6.4,8,1
2015/6/4 9:00:00,15.9,8,1,4.3,8,北東,8,1,0,1,8,1,,,1,1,,,1,1,1.0,0,8,1,,0,1,884.2,8,1,,0,1,39,8,1,7.0,8,1
2015/6/4 10:00:00,16.4,8,1,4.4,8,東北東,8,1,0,1,8,1,,,1,1,,,1,1,1.0,0,8,1,,0,1,884.6,8,1,,0,1,39,8,1,7.3,8,1
2015/6/4 11:00:00,17.4,8,1,3.9,8,北東,8,1,0,1,8,1,,,1,1,,,1,1,1.0,0,8,1,,0,1,885.2,8,1,,0,1,39,8,1,7.8,8,1
2015/6/4 12:00:00,17.8,8,1,2.5,8,東北東,8,1,0,1,8,1,,,1,1,,,1,1,1.0,0,8,1,,0,1,885.3,8,1,,0,1,40,8,1,8.2,8,1
2015/6/4 13:00:00,19.1,8,1,3.4,8,北,8,1,0,1,8,1,,,1,1,,,1,1,1.0,0,8,1,,0,1,885.0,8,1,,0,1,41,8,1,9.1,8,1
2015/6/4 14:00:00,19.4,8,1,2.9,8,北,8,1,0,1,8,1,,,1,1,,,1,1,1.0,0,8,1,,0,1,884.7,8,1,,0,1,39,8,1,8.8,8,1
2015/6/4 15:00:00,20.1,8,1,4.2,8,北北西,8,1,0,1,8,1,,,1,1,,,1,1,1.0,0,8,1,,0,1,884.3,8,1,,0,1,38,8,1,8.9,8,1
2015/6/4 16:00:00,19.9,8,1,2.6,8,北,8,1,0,1,8,1,,,1,1,,,1,1,1.0,0,8,1,,0,1,883.9,8,1,,0,1,37,8,1,8.6,8,1
2015/6/4 17:00:00,19.0,8,1,4.9,8,西,8,1,0,1,8,1,,,1,1,,,1,1,1.0,0,8,1,,0,1,884.3,8,1,,0,1,47,8,1,10.3,8,1
2015/6/4 18:00:00,17.6,8,1,5.2,8,西,8,1,0,1,8,1,,,1,1,,,1,1,1.0,0,8,1,,0,1,884.6,8,1,,0,1,54,8,1,10.9,8,1
2015/6/4 19:00:00,15.4,8,1,4.8,8,西,8,1,0,1,8,1,,,1,1,,,1,1,0.9,0,8,1,,0,1,885.0,8,1,,0,1,70,8,1,12.2,8,1
2015/6/4 20:00:00,14.3,8,1,3.5,8,西南西,8,1,0,1,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,885.6,8,1,,0,1,79,8,1,12.9,8,1
2015/6/4 21:00:00,14.2,8,1,1.2,8,南西,8,1,0,1,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,885.5,8,1,,0,1,92,8,1,14.9,8,1
2015/6/4 22:00:00,14.2,8,1,1.6,8,南西,8,1,0,1,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,885.5,8,1,,0,1,86,8,1,13.9,8,1
2015/6/4 23:00:00,14.2,8,1,1.8,8,東南東,8,1,0,1,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,885.1,8,1,,0,1,84,8,1,13.6,8,1
2015/6/5 00:00:00,13.8,8,1,1.2,8,東北東,8,1,0,1,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,884.4,8,1,,0,1,66,8,1,10.4,8,1
2015/6/5 1:00:00,13.9,8,1,1.2,8,北東,8,1,0,1,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,883.6,8,1,,0,1,58,8,1,9.2,8,1
2015/6/5 2:00:00,14.1,8,1,2.9,8,東南東,8,1,0,1,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,883.1,8,1,,0,1,58,8,1,9.3,8,1
2015/6/5 3:00:00,13.9,8,1,3.5,8,東南東,8,1,0,1,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,883.2,8,1,,0,1,72,8,1,11.4,8,1
2015/6/5 4:00:00,14.1,8,1,3.7,8,南東,8,1,0.0,0,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,882.9,8,1,,0,1,66,8,1,10.6,8,1
2015/6/5 5:00:00,12.5,8,1,3.5,8,南東,8,1,0.0,0,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,882.4,8,1,,0,1,64,8,1,9.3,8,1
2015/6/5 6:00:00,12.5,8,1,4.8,8,南東,8,1,0.5,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,882.1,8,1,,0,1,54,8,1,7.8,8,1
2015/6/5 7:00:00,10.4,8,1,3.7,8,南東,8,1,1.5,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,881.5,8,1,,0,1,71,8,1,9.0,8,1
2015/6/5 8:00:00,10.0,8,1,3.6,8,東南東,8,1,3.0,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,880.2,8,1,,0,1,87,8,1,10.7,8,1
2015/6/5 9:00:00,10.7,8,1,6.4,8,東,8,1,2.0,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,879.4,8,1,,0,1,87,8,1,11.2,8,1
2015/6/5 10:00:00,10.3,8,1,8.9,8,南東,8,1,0.5,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,877.9,8,1,,0,1,95,8,1,11.9,8,1
2015/6/5 11:00:00,10.5,8,1,9.8,8,南東,8,1,2.5,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,877.1,8,1,,0,1,97,8,1,12.3,8,1
2015/6/5 12:00:00,10.7,8,1,8.7,8,南南東,8,1,6.0,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,876.4,8,1,,0,1,99,8,1,12.7,8,1
2015/6/5 13:00:00,11.3,8,1,8.2,8,南南東,8,1,5.5,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,874.9,8,1,,0,1,99,8,1,13.3,8,1
2015/6/5 14:00:00,11.9,8,1,8.9,8,南南東,8,1,3.5,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,875.2,8,1,,0,1,99,8,1,13.8,8,1
2015/6/5 15:00:00,12.8,8,1,5.8,8,南東,8,1,10.0,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,875.0,8,1,,0,1,98,8,1,14.5,8,1
2015/6/5 16:00:00,13.9,8,1,2.9,8,南南東,8,1,1.0,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,874.4,8,1,,0,1,95,8,1,15.1,8,1
2015/6/5 17:00:00,11.8,8,1,0.1,8,静穏,8,1,0.5,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,874.4,8,1,,0,1,100,8,1,13.8,8,1
2015/6/5 18:00:00,13.2,8,1,2.5,8,南南西,8,1,1.0,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,875.0,8,1,,0,1,99,8,1,15.0,8,1
2015/6/5 19:00:00,12.0,8,1,2.4,8,西,8,1,1.5,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,876.1,8,1,,0,1,100,8,1,14.0,8,1
2015/6/5 20:00:00,11.6,8,1,3.4,8,西,8,1,2.0,0,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,876.9,8,1,,0,1,100,8,1,13.7,8,1
2015/6/5 21:00:00,11.4,8,1,5.5,8,西,8,1,2.5,0,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,877.9,8,1,,0,1,100,8,1,13.5,8,1
2015/6/5 22:00:00,10.8,8,1,6.8,8,西北西,8,1,1.5,0,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,878.6,8,1,,0,1,100,8,1,13.0,8,1
2015/6/5 23:00:00,10.8,8,1,5.8,8,北西,8,1,0.5,0,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,879.1,8,1,,0,1,100,8,1,13.0,8,1
2015/6/6 00:00:00,10.5,8,1,5.1,8,北西,8,1,0.0,0,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,879.2,8,1,,0,1,100,8,1,12.7,8,1
2015/6/6 1:00:00,9.8,8,1,5.5,8,北北西,8,1,0.0,0,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,879.8,8,1,,0,1,100,8,1,12.1,8,1
2015/6/6 2:00:00,9.5,8,1,7.1,8,北北西,8,1,0.0,0,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,880.3,8,1,,0,1,100,8,1,11.9,8,1
2015/6/6 3:00:00,9.6,8,1,7.3,8,北北西,8,1,0,1,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,880.9,8,1,,0,1,100,8,1,12.0,8,1
2015/6/6 4:00:00,9.4,8,1,7.4,8,北北西,8,1,0,1,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,881.4,8,1,,0,1,99,8,1,11.7,8,1
2015/6/6 5:00:00,9.5,8,1,7.1,8,北北西,8,1,0,1,8,1,,,1,1,,,1,1,0,1,8,1,,0,1,882.2,8,1,,0,1,98,8,1,11.6,8,1
2015/6/6 6:00:00,9.2,8,1,5.7,8,北,8,1,0,1,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,882.8,8,1,,0,1,99,8,1,11.5,8,1
2015/6/6 7:00:00,9.3,8,1,7.2,8,北,8,1,0,1,8,1,,,1,1,,,1,1,0.0,0,8,1,,0,1,883.2,8,1,,0,1,98,8,1,11.5,8,1
2015/6/6 8:00:00,9.9,8,1,6.6,8,北北東,8,1,0,1,8,1,,,1,1,,,1,1,0.1,0,8,1,,0,1,883.8,8,1,,0,1,99,8,1,12.1,8,1
2015/6/6 9:00:00,10.6,8,1,5.8,8,北北東,8,1,0,1,8,1,,,1,1,,,1,1,0.3,0,8,1,,0,1,884.4,8,1,,0,1,95,8,1,12.1,8,1
2015/6/6 10:00:00,11.4,8,1,6.4,8,北北東,8,1,0,1,8,1,,,1,1,,,1,1,0.4,0,8,1,,0,1,885.0,8,1,,0,1,88,8,1,11.9,8,1
2015/6/6 11:00:00,12.6,8,1,5.4,8,北,8,1,0,1,8,1,,,1,1,,,1,1,0.4,0,8,1,,0,1,885.4,8,1,,0,1,86,8,1,12.5,8,1
2015/6/6 12:00:00,14.7,8,1,5.2,8,北北東,8,1,0,1,8,1,,,1,1,,,1,1,0.7,0,8,1,,0,1,885.4,8,1,,0,1,77,8,1,12.9,8,1
2015/6/6 13:00:00,15.7,8,1,4.5,8,北,8,1,0,1,8,1,,,1,1,,,1,1,0.9,0,8,1,,0,1,885.7,8,1,,0,1,69,8,1,12.3,8,1
