ダウンロードした時刻：2015/06/29 13:03:25

,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山
2005/1/8,-4.3,8,1,-1.2,8,1,-6.8,8,1,0.0,0,8,1,0.0,0,8,1,4.3,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.3,8,1,8.4,8,北北西,8,1,12.6,8,北北西,8,1,,0,1,3.6,8,1,81,8,1,69,8,1,887.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/1/9,-6.4,8,1,-5.0,8,1,-9.2,8,1,0.0,0,8,1,0.0,0,8,1,0.6,0,8,1,,0,1,2,0,8,1,3,0,8,1,5.6,8,1,7.6,8,北西,8,1,13.5,8,西,8,1,,0,1,3.6,8,1,93,8,1,81,8,1,886.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/1/10,-6.7,8,1,-3.5,8,1,-9.3,8,1,0.0,0,8,1,0.0,0,8,1,1.9,0,8,1,,0,1,1,0,8,1,4,0,8,1,4.9,8,1,7.1,8,西,8,1,12.4,8,西北西,8,1,,0,1,3.3,8,1,89,8,1,70,8,1,887.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/1/11,-4.2,8,1,-1.8,8,1,-5.6,8,1,0.0,0,8,1,0.0,0,8,1,0.1,0,8,1,,0,1,1,0,8,1,0,1,8,1,5.3,8,1,8.1,8,西,8,1,14.2,8,西北西,8,1,,0,1,4.3,8,1,95,8,1,87,8,1,887.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/1/12,-5.6,8,1,-2.0,8,1,-7.5,8,1,0.0,0,8,1,0.0,0,8,1,0.8,0,8,1,,0,1,1,0,8,1,0,1,8,1,6.9,8,1,9.4,8,西北西,8,1,15.5,8,西,8,1,,0,1,3.7,8,1,92,8,1,72,8,1,886.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/1/13,-5.1,8,1,-3.1,8,1,-7.5,8,1,0,1,8,1,0,1,8,1,0.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.3,8,1,5.4,8,北西,8,1,8.3,8,西北西,8,1,,0,1,3.9,8,1,92,8,1,80,8,1,886.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/1/14,-2.4,8,1,0.1,8,1,-6.1,8,1,0.0,0,8,1,0.0,0,8,1,1.2,0,8,1,,0,1,0,1,8,1,0,1,8,1,1.9,8,1,5.9,8,北,8,1,7.2,8,北,8,1,,0,1,4.0,8,1,79,8,1,46,8,1,884.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/1/15,-3.4,8,1,-1.0,8,1,-6.8,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,,0,1,1,0,8,1,1,0,8,1,4.5,8,1,8.3,8,西北西,8,1,13.3,8,西北西,8,1,,0,1,4.5,8,1,94,8,1,60,8,1,881.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/1/16,-4.7,8,1,-2.7,8,1,-6.3,8,1,2.0,0,8,1,1.0,0,8,1,0,1,8,1,,0,1,4,0,8,1,3,0,8,1,7.1,8,1,11.2,8,北,8,1,20.0,8,北,8,1,,0,1,4.2,8,1,97,8,1,95,8,1,878.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/1/17,-3.0,8,1,-1.0,8,1,-5.8,8,1,0.5,0,8,1,0.5,0,8,1,0.3,0,8,1,,0,1,2,0,8,1,2,0,8,1,5.5,8,1,10.6,8,北北西,8,1,18.4,8,北,8,1,,0,1,4.7,8,1,95,8,1,81,8,1,885.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/1/18,-1.5,8,1,2.4,8,1,-5.8,8,1,0.0,0,8,1,0.0,0,8,1,3.1,0,8,1,,0,1,1,0,8,1,1,0,8,1,2.9,8,1,5.6,8,北西,8,1,9.4,8,西北西,8,1,,0,1,4.7,8,1,86,8,1,66,8,1,887.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/1/19,-2.7,8,1,-0.3,8,1,-6.1,8,1,3.0,0,8,1,1.5,0,8,1,0,1,8,1,,0,1,2,0,8,1,5,0,8,1,4.7,8,1,8.8,8,西北西,8,1,13.1,8,西北西,8,1,,0,1,4.9,8,1,96,8,1,89,8,1,886.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/1/20,-5.9,8,1,-4.8,8,1,-7.6,8,1,0.0,0,8,1,0.0,0,8,1,0.2,0,8,1,,0,1,3,0,8,1,1,0,8,1,6.8,8,1,9.9,8,西北西,8,1,17.8,8,北西,8,1,,0,1,3.7,8,1,94,8,1,85,8,1,888.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/1/21,-6.1,8,1,-1.8,8,1,-8.9,8,1,0.0,0,8,1,0.0,0,8,1,7.0,0,8,1,,0,1,2,0,8,1,0,1,8,1,5.1,8,1,9.3,8,北北西,8,1,14.9,8,北西,8,1,,0,1,2.9,8,1,77,8,1,21,8,1,892.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/1/22,-0.2,8,1,2.7,8,1,-4.4,8,1,1.5,0,8,1,1.5,0,8,1,0.6,0,8,1,,0,1,3,0,8,1,3,0,8,1,2.5,8,1,6.6,8,南東,8,1,11.0,8,南東,8,1,,0,1,2.4,8,1,40,8,1,12,8,1,891.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/1/23,0.1,8,1,2.5,8,1,-2.2,8,1,17.5,0,8,1,5.5,0,8,1,0.7,0,8,1,,0,1,16,0,8,1,14,0,8,1,,1,1,11.3,8,北東,8,1,17.8,8,北東,8,1,,0,1,5.6,8,1,91,8,1,53,8,1,885.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/1/24,2.2,8,1,3.9,8,1,-1.6,8,1,0.5,0,8,1,0.5,0,8,1,1.7,0,8,1,,0,1,9,0,8,1,1,0,8,1,3.7,8,1,10.3,8,南西,8,1,18.6,8,南南西,8,1,,0,1,5.9,8,1,82,8,1,42,8,1,885.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/1/25,1.0,8,1,3.4,8,1,-0.9,8,1,7.5,0,8,1,2.5,0,8,1,0.4,0,8,1,,0,1,5,0,8,1,1,0,8,1,2.3,8,1,5.9,8,西北西,8,1,10.0,8,西,8,1,,0,1,6.4,8,1,97,8,1,85,8,1,879.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/1/26,-0.8,8,1,0.8,8,1,-2.2,8,1,0.5,0,8,1,0.5,0,8,1,0.4,0,8,1,,0,1,6,0,8,1,3,0,8,1,3.5,8,1,8.7,8,北東,8,1,12.6,8,東北東,8,1,,0,1,5.3,8,1,92,8,1,48,8,1,881.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/1/27,-0.2,8,1,2.4,8,1,-2.9,8,1,1.5,0,8,1,0.5,0,8,1,0,1,8,1,,0,1,8,0,8,1,3,0,8,1,2.1,8,1,6.0,8,北東,8,1,8.2,8,北東,8,1,,0,1,4.1,8,1,68,8,1,37,8,1,882.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/1/28,1.7,8,1,5.5,8,1,-2.3,8,1,0,1,8,1,0,1,8,1,7.2,0,8,1,,0,1,8,0,8,1,0,1,8,1,2.6,8,1,5.2,8,北東,8,1,8.2,8,北東,8,1,,0,1,5.0,8,1,71,8,1,42,8,1,881.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/1/29,2.3,8,1,4.8,8,1,-1.3,8,1,5.0,0,8,1,3.0,0,8,1,2.4,0,8,1,,0,1,3,0,8,1,0,1,8,1,4.9,8,1,9.1,8,西北西,8,1,15.8,8,西南西,8,1,,0,1,6.5,8,1,90,8,1,73,8,1,879.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/1/30,-3.4,8,1,0.4,8,1,-6.5,8,1,0.0,0,8,1,0.0,0,8,1,5.8,0,8,1,,0,1,0,1,8,1,0,1,8,1,6.6,8,1,8.8,8,北西,8,1,14.1,8,北西,8,1,,0,1,4.0,8,1,85,8,1,57,8,1,880.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/1/31,-6.7,8,1,-5.7,8,1,-7.7,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,,0,1,1,0,8,1,1,0,8,1,6.5,8,1,9.9,8,西,8,1,19.1,8,西,8,1,,0,1,3.5,8,1,93,8,1,75,8,1,877.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/2/1,-9.3,8,1,-5.6,8,1,-10.8,8,1,3.5,0,4,1,1.5,0,8,1,0,1,8,1,,0,1,32,0,8,1,38,0,8,1,10.4,8,1,15.2,8,西北西,8,1,25.4,8,西,8,1,,0,1,2.8,8,1,93,8,1,92,8,1,871.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/2/2,-8.0,8,1,-6.6,8,1,-10.2,8,1,2.5,0,4,1,0.5,0,8,1,0,1,8,1,,0,1,43,0,8,1,16,0,8,1,5.2,8,1,8.9,8,西北西,8,1,14.8,8,西北西,8,1,,0,1,3.2,8,1,94,8,1,93,8,1,879.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/2/3,-5.8,8,1,-1.8,8,1,-7.7,8,1,0.5,0,4,1,0.5,0,8,1,0.1,0,4,1,,0,1,43,0,8,1,2,0,8,1,,1,1,8.8,4,西北西,8,1,14.1,4,西北西,8,1,,0,1,3.3,8,1,85,8,1,14,8,1,885.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/2/4,-1.7,8,1,1.5,8,1,-5.4,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,,0,1,37,0,8,1,0,1,8,1,,1,1,6.6,4,西,8,1,10.4,4,西,8,1,,0,1,4.0,8,1,75,8,1,6,8,1,886.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/2/5,-1.3,8,1,3.1,8,1,-5.1,8,1,0,1,8,1,0,1,8,1,5.6,0,8,1,,0,1,33,0,8,1,0,1,8,1,3.8,8,1,7.5,8,北北東,8,1,11.2,8,北東,8,1,,0,1,3.5,8,1,62,8,1,25,8,1,886.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/2/6,-0.6,8,1,4.3,8,1,-6.1,8,1,0,1,8,1,0,1,8,1,2.9,0,8,1,,0,1,29,0,8,1,1,0,8,1,2.6,8,1,6.5,8,北,8,1,9.1,8,北北東,8,1,,0,1,2.8,8,1,51,8,1,19,8,1,889.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/2/7,4.5,8,1,7.2,8,1,0.7,8,1,5.5,0,8,1,1.5,0,8,1,0.2,0,8,1,,0,1,26,0,8,1,0,1,8,1,2.8,8,1,8.8,8,南東,8,1,14.3,8,南東,8,1,,0,1,7.6,8,1,88,8,1,26,8,1,889.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/2/8,5.0,8,1,8.1,8,1,1.6,8,1,1.0,0,8,1,0.5,0,8,1,3.2,0,8,1,,0,1,12,0,8,1,2,0,8,1,2.9,8,1,6.0,8,北北西,8,1,9.0,8,北西,8,1,,0,1,7.8,8,1,90,8,1,61,8,1,890.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/2/9,4.6,8,1,6.0,8,1,1.0,8,1,7.5,0,8,1,4.0,0,8,1,0,1,8,1,,0,1,6,0,8,1,0,1,8,1,4.0,8,1,6.3,8,南西,8,1,15.7,8,西,8,1,,0,1,7.8,8,1,92,8,1,78,8,1,890.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/2/10,-1.6,8,1,4.5,8,1,-6.6,8,1,11.0,0,8,1,4.5,0,8,1,1.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.2,8,1,7.8,8,西北西,8,1,12.4,8,西北西,8,1,,0,1,5.4,8,1,98,8,1,81,8,1,888.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/2/11,-4.3,8,1,0.5,8,1,-6.8,8,1,0,1,8,1,0,1,8,1,9.9,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.8,8,1,8.0,8,北,8,1,11.6,8,北,8,1,,0,1,3.4,8,1,76,8,1,55,8,1,892.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/2/12,-4.5,8,1,-0.2,8,1,-7.9,8,1,0,1,8,1,0,1,8,1,0.9,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.6,8,1,4.5,8,北北東,8,1,6.2,8,北北東,8,1,,0,1,3.1,8,1,70,8,1,39,8,1,891.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/2/13,-3.5,8,1,0.9,8,1,-6.5,8,1,0.0,0,8,1,0.0,0,8,1,5.1,0,8,1,,0,1,1,0,8,1,1,0,8,1,4.4,8,1,8.0,8,北西,8,1,11.8,8,北西,8,1,,0,1,3.3,8,1,70,8,1,30,8,1,891.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/2/14,2.2,8,1,6.7,8,1,-3.9,8,1,0.0,0,8,1,0.0,0,8,1,5.4,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.4,8,1,8.0,8,南東,8,1,13.4,8,南南東,8,1,,0,1,2.3,8,1,32,8,1,9,8,1,893.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/2/15,7.3,8,1,11.0,8,1,2.9,8,1,43.5,0,8,1,6.5,0,8,1,0,1,8,1,,0,1,0,1,8,1,0,1,8,1,8.2,8,1,11.7,8,南東,8,1,20.9,8,南南東,8,1,,0,1,10.0,8,1,96,8,1,87,8,1,888.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/2/16,8.9,8,1,12.9,8,1,6.3,8,1,19.5,0,8,1,7.5,0,8,1,0,1,8,1,,0,1,0,1,8,1,0,1,8,1,5.7,8,1,11.2,8,南西,8,1,28.4,8,南南西,8,1,,0,1,11.3,8,1,98,8,1,97,8,1,882.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/2/17,3.9,8,1,7.0,8,1,1.2,8,1,5.0,0,8,1,2.5,0,8,1,0,1,8,1,,0,1,0,1,8,1,0,1,8,1,6.1,8,1,13.0,8,東北東,8,1,17.7,8,東北東,8,1,,0,1,6.7,8,1,83,8,1,23,8,1,885.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/2/18,3.2,8,1,7.0,8,1,-1.1,8,1,11.0,0,8,1,2.0,0,8,1,0,1,8,1,,0,1,0,1,8,1,0,1,8,1,7.0,8,1,13.6,8,南南東,8,1,23.4,8,南南東,8,1,,0,1,7.5,8,1,97,8,1,25,8,1,884.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/2/19,1.5,8,1,6.8,8,1,-4.3,8,1,2.0,0,8,1,1.5,0,8,1,0.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.1,8,1,11.0,8,西北西,8,1,17.7,8,西北西,8,1,,0,1,6.8,8,1,98,8,1,92,8,1,882.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/2/20,-7.3,8,1,-4.1,8,1,-9.8,8,1,0.5,0,8,1,0.5,0,8,1,1.4,0,8,1,,0,1,1,0,8,1,1,0,8,1,6.2,8,1,8.0,8,西北西,8,1,15.7,8,北西,8,1,,0,1,3.4,8,1,95,8,1,93,8,1,884.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/2/21,-7.7,8,1,-5.3,8,1,-8.8,8,1,0.0,0,8,1,0.0,0,8,1,2.1,0,8,1,,0,1,1,0,8,1,1,0,8,1,5.7,8,1,8.2,8,西北西,8,1,13.3,8,西北西,8,1,,0,1,3.1,8,1,90,8,1,74,8,1,887.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/2/22,-1.5,8,1,4.8,8,1,-8.8,8,1,0,1,8,1,0.0,0,8,1,10.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.6,8,1,9.9,8,南西,8,1,19.6,8,南南西,8,1,,0,1,3.1,8,1,59,8,1,24,8,1,887.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/2/23,4.3,8,1,8.7,8,1,-0.6,8,1,2.5,0,8,1,1.5,0,8,1,10.4,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.9,8,1,10.1,8,南南西,8,1,21.1,8,南西,8,1,,0,1,4.7,8,1,59,8,1,21,8,1,885.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/2/24,1.3,8,1,4.5,8,1,-1.8,8,1,27.0,0,8,1,4.5,0,8,1,0,1,8,1,,0,1,0,1,8,1,0,1,8,1,6.3,8,1,14.2,8,北東,8,1,21.3,8,北東,8,1,,0,1,6.0,8,1,90,8,1,51,8,1,877.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/2/25,-1.6,8,1,0.5,8,1,-4.6,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,,0,1,0,1,8,1,0,1,8,1,5.4,8,1,9.6,8,北,8,1,15.0,8,北北東,8,1,,0,1,5.3,8,1,97,8,1,89,8,1,882.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/2/26,-6.4,8,1,-3.6,8,1,-9.0,8,1,0.0,0,8,1,0.0,0,8,1,1.9,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.9,8,1,8.0,8,北北東,8,1,13.5,8,西北西,8,1,,0,1,3.3,8,1,88,8,1,67,8,1,885.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/2/27,-4.0,8,1,3.1,8,1,-8.7,8,1,0,1,8,1,0,1,8,1,9.4,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.7,8,1,8.9,8,北東,8,1,13.4,8,北北東,8,1,,0,1,2.9,8,1,66,8,1,24,8,1,888.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/2/28,-1.7,8,1,4.0,8,1,-5.6,8,1,0,1,8,1,0,1,8,1,7.9,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.3,8,1,6.7,8,北北東,8,1,9.1,8,西,8,1,,0,1,3.6,8,1,67,8,1,30,8,1,886.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/3/1,-2.1,8,1,3.0,8,1,-5.1,8,1,0,1,8,1,0,1,8,1,7.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.4,8,1,7.9,8,北,8,1,12.1,8,西南西,8,1,,0,1,3.4,8,1,66,8,1,34,8,1,889.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/3/2,0.1,8,1,3.6,8,1,-4.3,8,1,0,1,8,1,0,1,8,1,4.3,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.6,8,1,6.3,8,北,8,1,11.1,8,北,8,1,,0,1,3.4,8,1,55,8,1,20,8,1,892.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/3/3,-0.9,8,1,0.6,8,1,-1.8,8,1,8.5,0,8,1,1.5,0,8,1,0,1,8,1,,0,1,12,0,8,1,12,0,8,1,3.1,8,1,6.6,8,北西,8,1,10.2,8,北西,8,1,,0,1,5.4,8,1,95,8,1,74,8,1,888.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/3/4,-4.2,8,1,-1.7,8,1,-7.3,8,1,2.5,0,8,1,1.5,0,8,1,2.8,0,8,1,,0,1,12,0,8,1,1,0,8,1,4.6,8,1,7.8,8,西北西,8,1,12.5,8,西北西,8,1,,0,1,3.9,8,1,86,8,1,60,8,1,885.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/3/5,-5.4,8,1,-1.7,8,1,-8.0,8,1,3.0,0,8,1,1.0,0,8,1,2.1,0,8,1,,0,1,14,0,8,1,9,0,8,1,3.8,8,1,6.2,8,北西,8,1,12.1,8,西,8,1,,0,1,3.6,8,1,87,8,1,66,8,1,884.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/3/6,-5.3,8,1,-1.3,8,1,-8.9,8,1,0.0,0,8,1,0.0,0,8,1,1.9,0,8,1,,0,1,14,0,8,1,0,1,8,1,4.8,8,1,7.0,8,西北西,8,1,11.2,8,北北西,8,1,,0,1,3.8,8,1,91,8,1,74,8,1,888.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2005/3/7,-0.9,8,1,2.8,8,1,-4.4,8,1,0,1,8,1,0,1,8,1,6.5,0,8,1,,0,1,9,0,8,1,0,1,8,1,4.7,8,1,7.1,8,西南西,8,1,13.5,8,西南西,8,1,,0,1,4.9,8,1,85,8,1,67,8,1,892.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
