ダウンロードした時刻：2015/06/29 13:08:06

,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山
2009/1/8,0.9,8,1,5.1,8,1,-1.5,8,1,0,1,8,1,0,1,8,1,1.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,1.9,8,1,5.4,8,北北東,8,1,6.8,8,北東,8,1,北北東,8,1,4.9,8,1,76,8,1,42,8,1,889.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/1/9,-2.3,8,1,0.3,8,1,-5.1,8,1,0.0,0,8,1,0.0,0,8,1,2.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.0,8,1,9.8,8,西北西,8,1,14.9,8,北西,8,1,西,8,1,4.5,8,1,85,8,1,50,8,1,883.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/1/10,-6.3,8,1,-4.4,8,1,-8.0,8,1,2.5,0,8,1,1.5,0,8,1,0.0,0,8,1,,0,1,5,0,8,1,5,0,8,1,6.1,8,1,9.0,8,西北西,8,1,13.7,8,西北西,8,1,西北西,8,1,3.4,8,1,90,8,1,76,8,1,881.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/1/11,-5.0,8,1,-2.2,8,1,-7.0,8,1,1.5,0,8,1,1.5,0,8,1,0.4,0,8,1,,0,1,4,0,8,1,0,1,8,1,5.6,8,1,8.4,8,西北西,8,1,12.6,8,西南西,8,1,西北西,8,1,3.9,8,1,91,8,1,82,8,1,884.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/1/12,-6.1,8,1,-2.6,8,1,-8.0,8,1,3.5,0,8,1,1.5,0,8,1,0.0,0,8,1,,0,1,7,0,8,1,5,0,8,1,7.3,8,1,12.2,8,西北西,8,1,20.4,8,西北西,8,1,西北西,8,1,3.6,8,1,92,8,1,89,8,1,886.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/1/13,-6.7,8,1,-5.8,8,1,-7.9,8,1,4.0,0,8,1,1.0,0,8,1,0.0,0,8,1,,0,1,14,0,8,1,9,0,8,1,5.2,8,1,8.5,8,西北西,8,1,12.9,8,西,8,1,西北西,8,1,3.4,8,1,91,8,1,90,8,1,888.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/1/14,-5.5,8,1,-3.8,8,1,-7.9,8,1,1.0,0,8,1,1.0,0,8,1,0.3,0,8,1,,0,1,13,0,8,1,2,0,8,1,5.8,8,1,9.0,8,西北西,8,1,14.3,8,西北西,8,1,西,8,1,3.7,8,1,92,8,1,90,8,1,889.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/1/15,-7.2,8,1,-4.0,8,1,-10.4,8,1,0.0,0,8,1,0.0,0,8,1,4.4,0,8,1,,0,1,13,0,8,1,0,1,8,1,4.5,8,1,7.1,8,北北西,8,1,10.4,8,北西,8,1,西,8,1,2.9,8,1,83,8,1,62,8,1,891.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/1/16,-2.8,8,1,0.2,8,1,-7.3,8,1,0.0,0,8,1,0.0,0,8,1,1.1,0,8,1,,0,1,12,0,8,1,0,1,8,1,4.1,8,1,8.1,8,西南西,8,1,12.1,8,西,8,1,西南西,8,1,4.3,8,1,87,8,1,70,8,1,893.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/1/17,0.7,8,1,3.7,8,1,-3.7,8,1,0,1,8,1,0,1,8,1,6.6,0,8,1,,0,1,9,0,8,1,2,0,8,1,2.9,8,1,5.3,8,南,8,1,8.2,8,南,8,1,南,8,1,4.6,8,1,73,8,1,51,8,1,893.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/1/18,4.8,8,1,7.4,8,1,1.2,8,1,19.5,0,8,1,9.0,0,8,1,0.4,0,8,1,,0,1,7,0,8,1,1,0,8,1,5.7,8,1,13.5,8,南西,8,1,23.5,8,南南西,8,1,南南西,8,1,7.3,8,1,84,8,1,42,8,1,888.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/1/19,-0.1,8,1,5.6,8,1,-2.4,8,1,0.0,0,8,1,4.0,0,8,1,5.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.1,8,1,9.4,8,西北西,8,1,14.9,8,西北西,8,1,西北西,8,1,4.5,8,1,74,8,1,6,8,1,886.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/1/20,3.2,8,1,7.7,8,1,-0.7,8,1,0,1,8,1,0,1,8,1,6.7,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.8,8,1,7.0,8,南西,8,1,13.1,8,南南西,8,1,南西,8,1,4.4,8,1,57,8,1,6,8,1,888.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/1/21,3.3,8,1,5.5,8,1,1.2,8,1,4.5,0,8,1,1.5,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.2,8,1,6.4,8,南,8,1,12.0,8,南南西,8,1,南南西,8,1,6.0,8,1,78,8,1,27,8,1,886.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/1/22,4.0,8,1,6.4,8,1,1.4,8,1,15.5,0,8,1,3.0,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.6,8,1,5.1,8,南西,8,1,10.0,8,南南西,8,1,南,8,1,7.8,8,1,95,8,1,86,8,1,882.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/1/23,-2.8,8,1,2.5,8,1,-8.9,8,1,0.0,0,8,1,0.5,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,6.5,8,1,9.6,8,西,8,1,15.4,8,西,8,1,西北西,8,1,4.8,8,1,93,8,1,66,8,1,882.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/1/24,-8.7,8,1,-6.8,8,1,-11.4,8,1,0.0,0,8,1,0.0,0,8,1,2.2,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.4,8,1,8.9,8,北西,8,1,13.7,8,北西,8,1,北西,8,1,2.8,8,1,88,8,1,75,8,1,883.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/1/25,-4.9,8,1,-3.0,8,1,-6.9,8,1,1.5,0,8,1,0.5,0,8,1,0.2,0,8,1,,0,1,3,0,8,1,4,0,8,1,3.4,8,1,8.5,8,南南西,8,1,16.4,8,南南西,8,1,西北西,8,1,4.0,8,1,93,8,1,91,8,1,885.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/1/26,-2.9,8,1,-1.8,8,1,-4.4,8,1,1.0,0,8,1,0.5,0,8,1,0.0,0,8,1,,0,1,2,0,8,1,2,0,8,1,3.5,8,1,6.8,8,西南西,8,1,12.5,8,西南西,8,1,西,8,1,4.7,8,1,94,8,1,93,8,1,888.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/1/27,-3.2,8,1,1.2,8,1,-6.7,8,1,0,1,8,1,0,1,8,1,7.3,0,8,1,,0,1,2,0,8,1,0,1,8,1,3.4,8,1,6.8,8,北北東,8,1,9.3,8,北,8,1,北北東,8,1,3.6,8,1,75,8,1,38,8,1,890.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/1/28,3.7,8,1,8.6,8,1,-3.2,8,1,0.0,0,8,1,0.0,0,8,1,9.2,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.3,8,1,8.6,8,南東,8,1,14.1,8,南東,8,1,南南東,8,1,5.4,8,1,65,8,1,25,8,1,892.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/1/29,6.8,8,1,7.6,8,1,5.5,8,1,34.0,0,8,1,5.5,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,6.6,8,1,9.7,8,南南東,8,1,16.1,8,南東,8,1,南南東,8,1,9.5,8,1,96,8,1,89,8,1,890.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/1/30,8.4,8,1,10.6,8,1,5.1,8,1,17.5,0,8,1,7.5,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,6.4,8,1,12.1,8,南東,8,1,20.0,8,南南東,8,1,南南東,8,1,10.7,8,1,97,8,1,94,8,1,880.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/1/31,0.7,8,1,5.1,8,1,-2.3,8,1,4.5,0,8,1,2.5,0,8,1,0.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,11.8,8,1,15.6,8,北,8,1,23.6,8,北,8,1,北,8,1,6.2,8,1,95,8,1,89,8,1,882.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/2/1,-1.0,8,1,2.8,8,1,-3.2,8,1,0.0,0,8,1,0.0,0,8,1,7.5,0,8,1,,0,1,0,1,8,1,0,1,8,1,6.2,8,1,12.0,8,北北東,8,1,17.5,8,北,8,1,北北東,8,1,4.6,8,1,83,8,1,39,8,1,891.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/2/2,3.8,8,1,8.2,8,1,-0.9,8,1,3.5,0,8,1,2.5,0,8,1,9.5,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.8,8,1,7.6,8,西南西,8,1,12.5,8,西,8,1,南西,8,1,4.4,8,1,55,8,1,22,8,1,891.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/2/3,3.9,8,1,6.6,8,1,1.1,8,1,39.0,0,8,1,6.5,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.5,8,1,8.5,8,南東,8,1,13.1,8,東南東,8,1,南東,8,1,7.8,8,1,96,8,1,92,8,1,886.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/2/4,1.9,8,1,5.6,8,1,-0.6,8,1,0.0,0,8,1,0.0,0,8,1,8.2,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.8,8,1,9.3,8,東北東,8,1,13.7,8,東北東,8,1,北,8,1,5.9,8,1,84,8,1,62,8,1,887.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/2/5,3.7,8,1,8.9,8,1,0.1,8,1,0.0,0,8,1,0.0,0,8,1,4.9,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.8,8,1,6.5,8,西北西,8,1,10.4,8,北,8,1,北西,8,1,6.2,8,1,78,8,1,55,8,1,887.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/2/6,2.4,8,1,7.6,8,1,-0.6,8,1,0,1,8,1,0.0,0,8,1,8.3,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.9,8,1,9.4,8,北北東,8,1,13.3,8,北北東,8,1,北北東,8,1,5.2,8,1,74,8,1,39,8,1,888.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/2/7,2.5,8,1,7.4,8,1,-0.3,8,1,0,1,8,1,0,1,8,1,9.8,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.6,8,1,7.2,8,西,8,1,10.0,8,西南西,8,1,西,8,1,5.9,8,1,81,8,1,59,8,1,888.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/2/8,2.7,8,1,7.5,8,1,-0.5,8,1,0,1,8,1,0,1,8,1,8.4,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.4,8,1,7.0,8,北北東,8,1,9.9,8,北北東,8,1,北北東,8,1,5.5,8,1,75,8,1,40,8,1,888.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/2/9,2.0,8,1,7.1,8,1,-0.3,8,1,2.0,0,8,1,0.5,0,8,1,4.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.5,8,1,8.6,8,西北西,8,1,14.5,8,南南西,8,1,南南西,8,1,5.5,8,1,79,8,1,40,8,1,883.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/2/10,-0.1,8,1,4.3,8,1,-2.5,8,1,0.5,0,8,1,0.5,0,8,1,5.8,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.0,8,1,8.3,8,北西,8,1,12.4,8,北西,8,1,北西,8,1,5.4,8,1,90,8,1,65,8,1,881.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/2/11,1.5,8,1,3.7,8,1,-1.2,8,1,0.0,0,8,1,0.0,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.7,8,1,8.2,8,西,8,1,13.9,8,西,8,1,西,8,1,6.2,8,1,92,8,1,82,8,1,881.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/2/12,6.0,8,1,10.7,8,1,0.0,8,1,0,1,8,1,0,1,8,1,10.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.4,8,1,7.1,8,南南東,8,1,11.8,8,南西,8,1,南南西,8,1,4.3,8,1,49,8,1,13,8,1,885.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/2/13,10.1,8,1,13.5,8,1,6.0,8,1,23.5,0,8,1,9.0,0,8,1,0.2,0,8,1,,0,1,0,1,8,1,0,1,8,1,9.9,8,1,17.6,8,南西,8,1,35.8,8,南南西,8,1,南南西,8,1,10.6,8,1,84,8,1,66,8,1,880.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/2/14,10.5,8,1,16.6,8,1,5.0,8,1,6.0,0,8,1,7.5,0,8,1,8.7,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.5,8,1,12.8,8,西南西,8,1,26.1,8,西,8,1,西,8,1,9.7,8,1,79,8,1,22,8,1,880.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/2/15,6.7,8,1,13.3,8,1,2.4,8,1,0.0,0,8,1,0.0,0,8,1,6.9,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.4,8,1,7.4,8,西北西,8,1,10.4,8,西,8,1,北北東,8,1,4.7,8,1,49,8,1,17,8,1,884.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/2/16,-2.2,8,1,3.1,8,1,-6.5,8,1,9.0,0,8,1,4.0,0,8,1,6.5,0,8,1,,0,1,4,0,8,1,4,0,8,1,7.2,8,1,10.2,8,北,8,1,14.6,8,北北西,8,1,北,8,1,4.1,8,1,78,8,1,45,8,1,886.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/2/17,-4.9,8,1,-0.9,8,1,-7.2,8,1,0,1,8,1,0,1,8,1,0.7,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.5,8,1,7.9,8,北,8,1,11.4,8,北,8,1,北,8,1,3.4,8,1,79,8,1,53,8,1,889.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/2/18,-0.3,8,1,4.8,8,1,-4.8,8,1,0,1,8,1,0,1,8,1,8.3,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.1,8,1,5.2,8,西,8,1,7.9,8,西,8,1,西北西,8,1,2.3,8,1,39,8,1,10,8,1,889.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/2/19,3.3,8,1,11.3,8,1,-2.4,8,1,18.0,0,8,1,4.5,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,6.0,8,1,14.6,8,南東,8,1,22.2,8,南南東,8,1,南東,8,1,5.5,8,1,67,8,1,23,8,1,885.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/2/20,0.9,8,1,12.0,8,1,-4.7,8,1,26.5,0,8,1,17.5,0,8,1,0.5,0,8,1,,0,1,0,1,8,1,0,1,8,1,8.3,8,1,14.0,8,南西,8,1,26.0,8,南西,8,1,西北西,8,1,6.3,8,1,91,8,1,68,8,1,879.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/2/21,-0.4,8,1,5.8,8,1,-7.0,8,1,0,1,8,1,0,1,8,1,10.2,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.6,8,1,6.3,8,北西,8,1,8.6,8,北北西,8,1,南南西,8,1,2.6,8,1,50,8,1,12,8,1,886.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/2/22,6.0,8,1,10.4,8,1,0.3,8,1,44.5,0,8,1,13.0,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.4,8,1,9.4,8,南南東,8,1,19.0,8,南南西,8,1,南,8,1,6.6,8,1,64,8,1,5,8,1,883.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/2/23,6.9,8,1,10.2,8,1,3.9,8,1,11.0,0,8,1,4.5,0,8,1,1.7,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.2,8,1,9.2,8,南東,8,1,14.4,8,南東,8,1,北北東,8,1,9.4,8,1,93,8,1,65,8,1,882.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/2/24,9.0,8,1,11.4,8,1,4.2,8,1,7.5,0,8,1,5.0,0,8,1,0.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.5,8,1,8.8,8,南東,8,1,14.3,8,南東,8,1,南南西,8,1,11.1,8,1,96,8,1,91,8,1,885.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/2/25,9.3,8,1,13.1,8,1,4.1,8,1,32.0,0,8,1,7.5,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.0,8,1,10.0,8,南南西,8,1,21.6,8,南,8,1,西南西,8,1,11.5,8,1,97,8,1,97,8,1,883.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/2/26,5.9,8,1,11.7,8,1,1.3,8,1,3.5,0,8,1,2.5,0,8,1,2.9,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.3,8,1,6.2,8,南南東,8,1,9.3,8,南東,8,1,北北東,8,1,6.9,8,1,77,8,1,21,8,1,887.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/2/27,5.0,8,1,7.2,8,1,1.6,8,1,11.5,0,8,1,2.0,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.0,8,1,6.3,8,南南東,8,1,10.0,8,南東,8,1,南,8,1,8.5,8,1,97,8,1,84,8,1,885.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/2/28,3.4,8,1,7.3,8,1,1.2,8,1,0.0,0,8,1,0.0,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.8,8,1,11.8,8,東北東,8,1,16.0,8,東北東,8,1,北,8,1,5.6,8,1,72,8,1,50,8,1,887.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/3/1,2.3,8,1,7.3,8,1,-1.3,8,1,0,1,8,1,0,1,8,1,9.2,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.1,8,1,9.1,8,北北東,8,1,12.2,8,北東,8,1,北北東,8,1,4.8,8,1,67,8,1,34,8,1,889.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/3/2,1.7,8,1,8.3,8,1,-1.9,8,1,1.0,0,8,1,0.5,0,8,1,7.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.3,8,1,5.5,8,北北東,8,1,8.2,8,北北東,8,1,北,8,1,4.0,8,1,57,8,1,25,8,1,889.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/3/3,1.3,8,1,3.4,8,1,-0.2,8,1,7.0,0,8,1,2.0,0,8,1,0.0,0,8,1,,0,1,1,0,8,1,1,0,8,1,3.7,8,1,7.2,8,南東,8,1,11.0,8,南南西,8,1,南東,8,1,6.5,8,1,96,8,1,92,8,1,885.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/3/4,2.0,8,1,4.5,8,1,-0.4,8,1,0.0,0,8,1,0.0,0,8,1,0.4,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.4,8,1,7.0,8,北北東,8,1,9.8,8,北北東,8,1,北西,8,1,6.4,8,1,91,8,1,72,8,1,885.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/3/5,4.9,8,1,8.5,8,1,0.3,8,1,9.0,0,8,1,3.0,0,8,1,1.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,7.4,8,1,12.1,8,南東,8,1,19.3,8,南東,8,1,南東,8,1,7.5,8,1,85,8,1,55,8,1,885.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2009/3/6,5.0,8,1,10.0,8,1,-1.1,8,1,35.0,0,8,1,10.0,0,8,1,0.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.5,8,1,8.3,8,北北西,8,1,13.7,8,北,8,1,西北西,8,1,8.6,8,1,96,8,1,89,8,1,881.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
