ダウンロードした時刻：2015/06/29 13:07:55

,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山
2008/1/8,2.1,8,1,5.8,8,1,-0.2,8,1,0,1,8,1,0,1,8,1,6.1,0,8,1,,0,1,5,0,8,1,0,1,8,1,3.1,8,1,6.5,8,西南西,8,1,9.0,8,西,8,1,,0,1,6.3,8,1,89,8,1,57,8,1,886.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/1/9,2.7,8,1,8.4,8,1,-0.7,8,1,0,1,8,1,0,1,8,1,8.8,0,8,1,,0,1,3,0,8,1,1,0,8,1,1.9,8,1,4.6,8,西,8,1,8.2,8,北西,8,1,,0,1,3.9,8,1,54,8,1,13,8,1,887.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/1/10,5.0,8,1,10.2,8,1,0.6,8,1,0,1,8,1,0,1,8,1,4.9,0,8,1,,0,1,3,0,8,1,1,0,8,1,3.4,8,1,5.0,8,西南西,8,1,8.9,8,南南西,8,1,,0,1,7.0,8,1,81,8,1,42,8,1,890.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/1/11,9.8,8,1,11.6,8,1,6.1,8,1,34.0,0,8,1,7.5,0,8,1,0,1,8,1,,0,1,0,1,8,1,0,1,8,1,4.8,8,1,10.0,8,南西,8,1,16.9,8,南西,8,1,,0,1,11.2,8,1,91,8,1,43,8,1,888.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/1/12,7.0,8,1,12.2,8,1,-0.3,8,1,57.5,0,8,1,12.5,0,8,1,0,1,8,1,,0,1,0,1,8,1,0,1,8,1,5.7,8,1,9.0,8,北北東,8,1,20.3,8,南南西,8,1,,0,1,10.4,8,1,100,8,1,96,8,1,883.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/1/13,-0.4,8,1,1.7,8,1,-1.7,8,1,0.0,0,8,1,0.0,0,8,1,2.6,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.8,8,1,8.7,8,北北東,8,1,13.9,8,北東,8,1,,0,1,5.6,8,1,95,8,1,72,8,1,888.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/1/14,-0.9,8,1,4.5,8,1,-3.5,8,1,0.0,0,8,1,0.0,0,8,1,4.6,0,8,1,,0,1,1,0,8,1,1,0,8,1,3.2,8,1,7.3,8,東北東,8,1,10.6,8,北東,8,1,,0,1,5.0,8,1,88,8,1,68,8,1,890.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/1/15,0.8,8,1,5.9,8,1,-3.0,8,1,0,1,8,1,0,1,8,1,7.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.7,8,1,5.2,8,北北東,8,1,8.9,8,北北東,8,1,,0,1,4.6,8,1,72,8,1,49,8,1,892.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/1/16,-2.8,8,1,0.2,8,1,-6.9,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,,0,1,1,0,8,1,1,0,8,1,4.9,8,1,7.8,8,北北西,8,1,12.3,8,北,8,1,,0,1,4.9,8,1,97,8,1,85,8,1,891.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/1/17,-3.8,8,1,1.4,8,1,-8.3,8,1,0,1,8,1,0,1,8,1,8.7,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.0,8,1,9.5,8,北東,8,1,14.1,8,北北東,8,1,,0,1,3.6,8,1,80,8,1,52,8,1,891.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/1/18,-1.2,8,1,2.7,8,1,-3.9,8,1,0.0,0,8,1,0.0,0,8,1,5.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.7,8,1,4.6,8,北,8,1,9.4,8,南西,8,1,,0,1,4.7,8,1,84,8,1,59,8,1,891.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/1/19,-0.1,8,1,3.6,8,1,-3.8,8,1,0,1,8,1,0.0,0,8,1,8.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.3,8,1,5.9,8,南東,8,1,10.0,8,南東,8,1,,0,1,4.6,8,1,75,8,1,49,8,1,893.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/1/20,1.2,8,1,4.2,8,1,-0.4,8,1,37.5,0,8,1,3.5,0,8,1,0,1,8,1,,0,1,0,1,8,1,0,1,8,1,3.1,8,1,5.7,8,北,8,1,9.1,8,南東,8,1,,0,1,6.6,8,1,100,8,1,88,8,1,887.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/1/21,0.0,8,1,4.0,8,1,-1.6,8,1,1.0,0,8,1,1.5,0,8,1,0,1,8,1,,0,1,0,1,8,1,0,1,8,1,2.7,8,1,5.5,8,北,8,1,7.6,8,北,8,1,,0,1,6.1,8,1,100,8,1,99,8,1,885.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/1/22,2.7,8,1,4.5,8,1,0.2,8,1,24.0,0,8,1,3.5,0,8,1,0,1,8,1,,0,1,0,1,8,1,0,1,8,1,3.3,8,1,6.4,8,南東,8,1,10.4,8,南東,8,1,,0,1,7.5,8,1,100,8,1,99,8,1,886.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/1/23,0.7,8,1,5.1,8,1,-3.4,8,1,6.0,0,8,1,3.0,0,8,1,0,1,8,1,,0,1,0,1,8,1,0,1,8,1,6.4,8,1,10.9,8,西北西,8,1,15.9,8,西,8,1,,0,1,6.5,8,1,100,8,1,99,8,1,885.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/1/24,-5.8,8,1,-2.9,8,1,-8.1,8,1,0.0,0,8,1,0.0,0,8,1,5.4,0,8,1,,0,1,0,1,8,1,0,1,8,1,7.0,8,1,10.4,8,西北西,8,1,16.0,8,西北西,8,1,,0,1,3.6,8,1,91,8,1,64,8,1,886.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/1/25,-5.0,8,1,-1.6,8,1,-7.5,8,1,0,1,8,1,0,1,8,1,3.2,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.1,8,1,8.3,8,北,8,1,13.0,8,北北西,8,1,,0,1,3.8,8,1,89,8,1,73,8,1,890.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/1/26,-3.0,8,1,-0.2,8,1,-4.9,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,,0,1,0,1,8,1,0,1,8,1,1.1,8,1,3.2,8,北,8,1,4.3,8,北北東,8,1,,0,1,4.5,8,1,90,8,1,75,8,1,889.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/1/27,-1.7,8,1,2.4,8,1,-5.2,8,1,0,1,8,1,0,1,8,1,4.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.0,8,1,7.7,8,東北東,8,1,10.5,8,東北東,8,1,,0,1,4.1,8,1,77,8,1,54,8,1,888.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/1/28,0.5,8,1,4.2,8,1,-2.7,8,1,20.0,0,8,1,3.0,0,8,1,0,1,8,1,,0,1,4,0,8,1,5,0,8,1,2.3,8,1,5.9,8,北,8,1,10.5,8,西南西,8,1,,0,1,5.8,8,1,90,8,1,46,8,1,884.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/1/29,-1.3,8,1,2.1,8,1,-3.2,8,1,10.0,0,8,1,2.0,0,8,1,0,1,8,1,,0,1,3,0,8,1,3,0,8,1,,1,1,6.4,4,南南西,8,1,14.3,4,南南西,8,1,,0,1,5.6,8,1,100,8,1,99,8,1,880.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/1/30,-3.2,8,1,-1.4,8,1,-4.3,8,1,0.0,0,8,1,0.0,0,8,1,0.9,0,8,1,,0,1,3,0,8,1,2,0,8,1,,1,1,5.8,4,西,8,1,8.5,4,西,8,1,,0,1,4.8,8,1,100,8,1,98,8,1,884.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/1/31,-4.4,8,1,-2.3,8,1,-6.5,8,1,0.0,0,8,1,0.0,0,8,1,0.9,0,8,1,,0,1,3,0,8,1,0,1,8,1,3.4,8,1,5.7,8,北西,8,1,8.4,8,北北西,8,1,,0,1,4.2,8,1,94,8,1,78,8,1,886.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/2/1,-3.1,8,1,1.6,8,1,-7.3,8,1,0,1,8,1,0,1,8,1,8.6,0,8,1,,0,1,3,0,8,1,1,0,8,1,3.4,8,1,8.7,8,北東,8,1,11.5,8,北東,8,1,,0,1,3.3,8,1,69,8,1,40,8,1,888.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/2/2,-0.7,8,1,0.8,8,1,-2.0,8,1,16.0,0,8,1,2.0,0,8,1,0,1,8,1,,0,1,21,0,8,1,19,0,8,1,,1,1,3.5,4,南南西,8,1,6.6,4,南西,8,1,,0,1,5.2,8,1,89,8,1,48,8,1,885.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/2/3,-1.6,8,1,2.5,8,1,-4.1,8,1,2.5,0,8,1,1.0,0,8,1,1.4,0,8,1,,0,1,20,0,8,1,3,0,8,1,,1,1,7.7,4,北西,8,1,12.3,4,北西,8,1,,0,1,5.2,8,1,94,8,1,82,8,1,880.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/2/4,-4.4,8,1,-2.5,8,1,-5.8,8,1,0.0,0,8,1,0.0,0,8,1,5.8,0,8,1,,0,1,16,0,8,1,2,0,8,1,6.0,8,1,8.2,8,西,8,1,12.6,8,西,8,1,,0,1,3.9,8,1,89,8,1,73,8,1,885.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/2/5,-3.3,8,1,0.6,8,1,-6.7,8,1,0,1,8,1,0,1,8,1,6.8,0,8,1,,0,1,15,0,8,1,0,1,8,1,3.9,8,1,9.3,8,西北西,8,1,12.5,8,西北西,8,1,,0,1,3.8,8,1,80,8,1,56,8,1,886.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/2/6,-4.5,8,1,-1.7,8,1,-7.0,8,1,0.0,0,8,1,0.0,0,8,1,0.8,0,8,1,,0,1,15,0,8,1,0,1,8,1,4.9,8,1,7.9,8,北,8,1,11.3,8,北北西,8,1,,0,1,3.7,8,1,83,8,1,51,8,1,883.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/2/7,-4.9,8,1,-1.2,8,1,-7.2,8,1,0,1,8,1,0,1,8,1,4.6,0,8,1,,0,1,15,0,8,1,0,1,8,1,5.3,8,1,7.9,8,北北西,8,1,11.0,8,北,8,1,,0,1,3.3,8,1,78,8,1,58,8,1,884.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/2/8,-3.3,8,1,2.5,8,1,-7.7,8,1,0,1,8,1,0,1,8,1,9.7,0,8,1,,0,1,15,0,8,1,2,0,8,1,3.8,8,1,7.5,8,北北東,8,1,11.9,8,北北東,8,1,,0,1,3.5,8,1,74,8,1,39,8,1,887.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/2/9,-4.4,8,1,-1.9,8,1,-7.1,8,1,2.0,0,8,1,0.5,0,8,1,0,1,8,1,,0,1,20,0,8,1,5,0,8,1,5.0,8,1,10.7,8,北北東,8,1,15.8,8,北,8,1,,0,1,4.0,8,1,90,8,1,69,8,1,885.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/2/10,-2.2,8,1,2.1,8,1,-7.0,8,1,0.0,0,8,1,0.0,0,8,1,9.3,0,8,1,,0,1,15,0,8,1,3,0,8,1,5.2,8,1,12.3,8,北北東,8,1,18.4,8,北東,8,1,,0,1,3.6,8,1,71,8,1,47,8,1,886.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/2/11,0.5,8,1,3.9,8,1,-4.2,8,1,0.0,0,8,1,0.0,0,8,1,1.3,0,8,1,,0,1,14,0,8,1,0,1,8,1,1.8,8,1,3.9,8,西,8,1,8.4,8,西南西,8,1,,0,1,4.3,8,1,68,8,1,43,8,1,886.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/2/12,-3.5,8,1,0.3,8,1,-8.9,8,1,0.0,0,8,1,0.0,0,8,1,3.0,0,8,1,,0,1,14,0,8,1,2,0,8,1,6.5,8,1,9.4,8,西北西,8,1,14.1,8,西北西,8,1,,0,1,3.7,8,1,76,8,1,58,8,1,881.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/2/13,-7.9,8,1,-5.1,8,1,-10.0,8,1,0.0,0,8,1,0.0,0,8,1,0.1,0,8,1,,0,1,15,0,8,1,2,0,8,1,5.0,8,1,9.3,8,北北西,8,1,12.4,8,北,8,1,,0,1,2.9,8,1,83,8,1,73,8,1,884.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/2/14,-6.0,8,1,-1.9,8,1,-10.2,8,1,0.0,0,8,1,0.0,0,8,1,7.3,0,8,1,,0,1,14,0,8,1,0,1,8,1,5.3,8,1,7.8,8,西北西,8,1,11.4,8,西,8,1,,0,1,3.1,8,1,78,8,1,55,8,1,886.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/2/15,-4.8,8,1,-1.7,8,1,-6.3,8,1,0.0,0,8,1,0.0,0,8,1,1.5,0,8,1,,0,1,14,0,8,1,0,1,8,1,5.5,8,1,7.9,8,西北西,8,1,11.8,8,西北西,8,1,,0,1,3.5,8,1,81,8,1,63,8,1,887.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/2/16,-5.8,8,1,-2.2,8,1,-8.6,8,1,0.0,0,8,1,0.0,0,8,1,6.8,0,8,1,,0,1,14,0,8,1,1,0,8,1,5.7,8,1,8.0,8,北西,8,1,12.5,8,北西,8,1,,0,1,2.7,8,1,68,8,1,39,8,1,890.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/2/17,-6.4,8,1,-2.7,8,1,-9.3,8,1,0.0,0,8,1,0.0,0,8,1,3.2,0,8,1,,0,1,14,0,8,1,0,1,8,1,5.2,8,1,8.7,8,北西,8,1,13.3,8,北北東,8,1,,0,1,2.9,8,1,75,8,1,50,8,1,893.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/2/18,-4.1,8,1,1.6,8,1,-9.3,8,1,0,1,8,1,0,1,8,1,10.1,0,8,1,,0,1,14,0,8,1,3,0,8,1,4.0,8,1,8.1,8,北東,8,1,11.5,8,北北東,8,1,,0,1,3.0,8,1,66,8,1,47,8,1,895.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/2/19,-2.4,8,1,1.3,8,1,-5.7,8,1,0,1,8,1,0,1,8,1,7.7,0,8,1,,0,1,14,0,8,1,3,0,8,1,4.0,8,1,7.2,8,西,8,1,12.2,8,西南西,8,1,,0,1,3.6,8,1,71,8,1,55,8,1,892.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/2/20,-1.7,8,1,3.0,8,1,-7.1,8,1,0,1,8,1,0,1,8,1,9.1,0,8,1,,0,1,13,0,8,1,1,0,8,1,3.6,8,1,6.7,8,北西,8,1,9.3,8,西,8,1,,0,1,3.8,8,1,71,8,1,39,8,1,891.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/2/21,1.7,8,1,7.0,8,1,-4.8,8,1,0,1,8,1,0,1,8,1,10.1,0,8,1,,0,1,10,0,8,1,1,0,8,1,3.4,8,1,7.0,8,南西,8,1,11.5,8,南南西,8,1,,0,1,3.4,8,1,49,8,1,9,8,1,891.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/2/22,3.0,8,1,4.9,8,1,-0.6,8,1,7.0,0,8,1,2.0,0,8,1,0.2,0,8,1,,0,1,7,0,8,1,1,0,8,1,2.7,8,1,7.4,8,西,8,1,13.5,8,西南西,8,1,,0,1,6.6,8,1,87,8,1,72,8,1,887.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/2/23,-0.9,8,1,3.2,8,1,-6.8,8,1,0.0,0,8,1,0.0,0,8,1,3.1,0,8,1,,0,1,1,0,8,1,1,0,8,1,8.3,8,1,11.2,8,西北西,8,1,18.1,8,西南西,8,1,,0,1,5.0,8,1,84,8,1,52,8,1,883.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/2/24,-6.5,8,1,-3.3,8,1,-7.9,8,1,0.0,0,8,1,0.0,0,8,1,2.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,7.3,8,1,10.9,8,北,8,1,15.4,8,北,8,1,,0,1,3.3,8,1,86,8,1,67,8,1,888.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/2/25,-1.0,8,1,5.3,8,1,-7.3,8,1,0,1,8,1,0.0,0,8,1,9.2,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.1,8,1,11.1,8,東北東,8,1,17.4,8,東北東,8,1,,0,1,3.7,8,1,64,8,1,40,8,1,890.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/2/26,1.1,8,1,6.6,8,1,-4.5,8,1,27.0,0,8,1,7.5,0,8,1,,,1,1,,0,1,5,0,8,1,5,0,8,1,,1,1,10.1,4,南南西,8,1,18.0,4,南,8,1,,0,1,6.4,8,1,94,8,1,85,8,1,882.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/2/27,-4.4,8,1,-2.2,8,1,-6.6,8,1,0.0,0,8,1,0.0,0,8,1,1.9,0,4,1,,0,1,4,0,8,1,0,1,8,1,,1,1,10.2,4,北西,8,1,13.6,4,北西,8,1,,0,1,3.9,8,1,88,8,1,62,8,1,884.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/2/28,-0.9,8,1,3.4,8,1,-4.6,8,1,0,1,8,1,0,1,8,1,9.3,0,8,1,,0,1,3,0,8,1,1,0,8,1,4.3,8,1,8.6,8,北北西,8,1,12.9,8,北北西,8,1,,0,1,4.2,8,1,75,8,1,49,8,1,885.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/2/29,0.2,8,1,2.1,8,1,-2.2,8,1,0.0,0,8,1,0.0,0,8,1,0.2,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.6,8,1,8.8,8,西南西,8,1,16.1,8,西南西,8,1,,0,1,5.4,8,1,86,8,1,63,8,1,879.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/3/1,0.0,8,1,4.0,8,1,-3.6,8,1,1.0,0,8,1,1.0,0,8,1,9.3,0,8,1,,0,1,1,0,8,1,1,0,8,1,5.4,8,1,9.8,8,西北西,8,1,19.5,8,西南西,8,1,,0,1,4.6,8,1,77,8,1,46,8,1,883.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/3/2,2.6,8,1,6.7,8,1,-1.8,8,1,0,1,8,1,0.0,0,8,1,6.4,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.7,8,1,8.6,8,南南西,8,1,17.6,8,南西,8,1,,0,1,4.0,8,1,52,8,1,5,8,1,885.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/3/3,-0.5,8,1,3.6,8,1,-2.4,8,1,6.0,0,8,1,1.5,0,8,1,0.3,0,8,1,,0,1,2,0,8,1,5,0,8,1,5.6,8,1,10.6,8,南西,8,1,28.3,8,南南西,8,1,,0,1,5.4,8,1,91,8,1,69,8,1,880.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/3/4,-3.5,8,1,-1.8,8,1,-4.4,8,1,9.5,0,8,1,2.0,0,8,1,0,1,8,1,,0,1,19,0,8,1,17,0,8,1,5.9,8,1,8.5,8,西,8,1,13.4,8,西,8,1,,0,1,4.5,8,1,94,8,1,92,8,1,880.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/3/5,-4.1,8,1,-1.3,8,1,-6.7,8,1,0.0,0,8,1,0.0,0,8,1,3.1,0,8,1,,0,1,16,0,8,1,0,1,8,1,3.6,8,1,6.6,8,北北東,8,1,9.6,8,北北東,8,1,,0,1,4.1,8,1,91,8,1,79,8,1,888.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2008/3/6,-1.4,8,1,2.5,8,1,-7.2,8,1,0.0,0,8,1,0.0,0,8,1,9.0,0,8,1,,0,1,11,0,8,1,0,1,8,1,3.4,8,1,7.1,8,西南西,8,1,10.5,8,西南西,8,1,,0,1,4.5,8,1,81,8,1,55,8,1,890.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
