ダウンロードした時刻：2015/06/12 11:53:24

,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山
2013/1/8,-0.3,8,1,3.5,8,1,-2.6,8,1,0,1,8,1,0,1,8,1,6.3,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.9,8,1,5.0,8,北,8,1,8.2,8,西北西,8,1,北,8,1,5.1,8,1,85,8,1,63,8,1,885.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/1/9,-3.3,8,1,0.5,8,1,-7.0,8,1,0.0,0,8,1,0.0,0,8,1,6.7,0,8,1,,0,1,0,1,8,1,0,1,8,1,6.2,8,1,8.5,8,北北東,8,1,12.1,8,北北東,8,1,西北西,8,1,4.1,8,1,87,8,1,57,8,1,885.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/1/10,-5.9,8,1,-1.2,8,1,-8.5,8,1,0,1,8,1,0,1,8,1,8.8,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.2,8,1,8.8,8,北北西,8,1,14.1,8,北北西,8,1,北北西,8,1,3.2,8,1,82,8,1,66,8,1,888.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/1/11,-2.3,8,1,3.9,8,1,-8.9,8,1,0,1,8,1,0,1,8,1,8.9,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.6,8,1,7.0,8,南,8,1,11.5,8,南,8,1,南,8,1,2.7,8,1,56,8,1,15,8,1,891.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/1/12,1.5,8,1,6.0,8,1,-1.2,8,1,0.0,0,8,1,0.0,0,8,1,7.3,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.1,8,1,7.1,8,南南西,8,1,12.6,8,南西,8,1,南南西,8,1,4.5,8,1,67,8,1,16,8,1,891.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/1/13,2.6,8,1,5.6,8,1,-0.8,8,1,22.0,0,8,1,3.5,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.1,8,1,14.5,8,北東,8,1,19.7,8,東北東,8,1,北東,8,1,4.8,8,1,65,8,1,8,8,1,886.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/1/14,-0.9,8,1,3.8,8,1,-3.0,8,1,12.5,0,4,1,4.0,0,4,1,0.8,0,8,1,,0,1,0,1,8,1,0,1,8,1,8.7,8,1,15.5,8,北東,8,1,20.4,8,北東,8,1,北西,8,1,5.5,8,1,95,8,1,76,8,1,879.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/1/15,-1.7,8,1,2.4,8,1,-5.3,8,1,0,1,4,1,0,1,4,1,8.9,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.8,8,1,12.4,8,北北東,8,1,16.9,8,北北東,8,1,北北東,8,1,4.2,8,1,79,8,1,43,8,1,887.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/1/16,-1.2,8,1,2.3,8,1,-3.7,8,1,0.0,0,8,1,0.0,0,8,1,2.7,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.3,8,1,7.8,8,南西,8,1,13.7,8,南西,8,1,西,8,1,5.0,8,1,89,8,1,58,8,1,887.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/1/17,-4.5,8,1,-2.3,8,1,-6.7,8,1,0.0,0,8,1,0.0,0,8,1,0.0,0,8,1,,0,1,1,0,8,1,4,0,8,1,6.3,8,1,9.9,8,北,8,1,13.7,8,北,8,1,西北西,8,1,4.2,8,1,96,8,1,83,8,1,886.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/1/18,-5.3,8,1,-2.3,8,1,-7.3,8,1,0.0,0,8,1,0.0,0,8,1,1.6,0,8,1,,0,1,1,0,8,1,3,0,8,1,4.0,8,1,7.4,8,北,8,1,10.4,8,北,8,1,北,8,1,3.9,8,1,93,8,1,78,8,1,890.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/1/19,-3.6,8,1,-0.2,8,1,-7.0,8,1,0,1,8,1,0,1,8,1,1.6,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.9,8,1,7.7,8,西南西,8,1,12.8,8,西,8,1,西,8,1,4.2,8,1,90,8,1,43,8,1,892.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/1/20,1.5,8,1,6.8,8,1,-6.5,8,1,0,1,8,1,0,1,8,1,7.3,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.5,8,1,5.3,8,北東,8,1,6.9,8,北北東,8,1,北北東,8,1,3.4,8,1,52,8,1,15,8,1,895.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/1/21,5.3,8,1,9.2,5,1,2.1,5,1,19.5,0,8,1,8.0,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.9,8,1,8.7,8,南南西,8,1,18.4,8,南西,8,1,南,8,1,5.7,5,1,59,5,1,9,5,1,891.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/1/22,3.8,8,1,9.2,8,1,0.0,8,1,21.0,0,8,1,8.0,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,6.0,8,1,9.2,8,西,8,1,16.6,8,西,8,1,西北西,8,1,8.2,8,1,100,8,1,99,8,1,884.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/1/23,-0.9,8,1,0.6,8,1,-2.1,8,1,0.0,0,8,1,0.0,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.0,8,1,6.5,8,北,8,1,8.9,8,東北東,8,1,北,8,1,5.6,8,1,97,8,1,90,8,1,883.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/1/24,-0.8,8,1,0.4,8,1,-1.7,8,1,1.0,0,8,1,1.0,0,8,1,0.1,0,8,1,,0,1,1,0,8,1,2,0,8,1,4.8,8,1,8.4,8,西,8,1,14.2,8,西,8,1,西,8,1,5.7,8,1,99,8,1,87,8,1,883.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/1/25,-5.3,8,1,-0.4,8,1,-7.0,8,1,0.0,0,8,1,0.0,0,8,1,1.7,0,8,1,,0,1,1,0,8,1,0,1,8,1,7.1,8,1,10.3,8,西北西,8,1,16.3,8,西,8,1,西,8,1,3.7,8,1,90,8,1,63,8,1,882.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/1/26,-6.6,8,1,-4.8,8,1,-8.5,8,1,0.5,0,8,1,0.5,0,8,1,0.0,0,8,1,,0,1,1,0,8,1,1,0,8,1,6.5,8,1,10.0,8,西北西,8,1,16.8,8,西,8,1,西北西,8,1,3.6,8,1,95,8,1,91,8,1,883.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/1/27,-7.5,8,1,-6.0,8,1,-9.1,8,1,0.0,0,8,1,0.0,0,8,1,0.3,0,8,1,,0,1,3,0,8,1,2,0,8,1,6.2,8,1,9.8,8,西北西,8,1,15.7,8,北西,8,1,西北西,8,1,3.3,8,1,94,8,1,88,8,1,885.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/1/28,-5.7,8,1,-0.7,8,1,-8.9,8,1,0.0,0,8,1,0.0,0,8,1,6.9,0,8,1,,0,1,3,0,8,1,1,0,8,1,4.0,8,1,7.2,8,西北西,8,1,10.8,8,西北西,8,1,西北西,8,1,3.4,8,1,87,8,1,63,8,1,889.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/1/29,0.2,8,1,5.1,8,1,-5.3,8,1,0,1,8,1,0,1,8,1,7.9,0,8,1,,0,1,1,0,8,1,0,1,8,1,2.0,8,1,5.3,8,北北東,8,1,7.1,8,北北東,8,1,北北東,8,1,2.6,8,1,42,8,1,28,8,1,892.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/1/30,1.5,8,1,5.9,8,1,-2.1,8,1,0,1,8,1,0,1,8,1,9.3,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.5,8,1,6.1,8,北北東,8,1,7.7,8,北北東,8,1,北北東,8,1,4.2,8,1,61,8,1,35,8,1,895.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/1/31,4.6,8,1,9.5,8,1,0.2,8,1,0,1,8,1,0,1,8,1,9.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.1,8,1,6.7,8,東南東,8,1,9.3,8,東南東,8,1,南東,8,1,5.5,8,1,66,8,1,35,8,1,897.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/2/1,5.7,8,1,9.4,8,1,3.9,8,1,36.5,0,8,1,10.0,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,8.0,8,1,11.2,8,南,8,1,19.1,8,西,8,1,南東,8,1,8.8,8,1,96,8,1,82,8,1,893.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/2/2,6.0,8,1,9.2,8,1,1.8,8,1,3.5,0,8,1,9.0,0,8,1,1.3,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.0,8,1,8.5,8,北北西,8,1,12.7,8,西,8,1,西南西,8,1,8.5,8,1,88,8,1,39,8,1,890.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/2/3,4.9,8,1,11.0,8,1,-2.2,8,1,1.0,0,8,1,1.0,0,8,1,9.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.0,8,1,7.8,8,南西,8,1,15.5,8,南南西,8,1,南南西,8,1,3.2,8,1,41,8,1,8,8,1,891.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/2/4,8.8,8,1,12.7,8,1,2.8,8,1,44.0,0,8,1,13.0,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,7.8,8,1,14.2,8,南西,8,1,28.3,8,南南西,8,1,西南西,8,1,11.5,8,1,100,8,1,83,8,1,886.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/2/5,5.3,8,1,9.2,8,1,0.4,8,1,15.0,0,8,1,4.0,0,8,1,0.8,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.8,8,1,4.8,8,北北東,8,1,10.5,8,南南東,8,1,南,8,1,7.4,8,1,84,8,1,20,8,1,885.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/2/6,2.8,8,1,7.7,8,1,-0.8,8,1,5.5,0,8,1,2.5,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.4,8,1,8.7,8,西南西,8,1,14.2,8,南西,8,1,西,8,1,7.6,8,1,100,8,1,100,8,1,882.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/2/7,-3.7,8,1,-0.8,8,1,-7.1,8,1,0.0,0,8,1,0.0,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,6.0,8,1,8.7,8,西北西,8,1,13.5,8,西北西,8,1,西北西,8,1,5.2,4,1,100,4,1,100,4,1,883.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/2/8,-8.4,5,1,-5.9,5,1,-11.3,5,1,0.0,0,8,1,0.0,0,8,1,1.6,0,4,1,,0,1,0,1,8,1,0,1,8,1,5.3,8,1,8.2,8,北北西,8,1,12.2,8,北北西,8,1,北,8,1,2.8,4,1,78,4,1,59,4,1,886.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/2/9,-4.1,8,1,1.2,8,1,-7.5,8,1,0,1,8,1,0,1,8,1,9.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.3,8,1,5.6,8,北北東,8,1,7.9,8,北北東,8,1,北,8,1,3.4,8,1,75,8,1,52,8,1,888.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/2/10,-2.6,8,1,4.2,8,1,-6.6,8,1,0,1,8,1,0,1,8,1,9.9,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.0,8,1,5.2,8,西北西,8,1,8.5,8,南,8,1,北西,8,1,3.7,8,1,75,8,1,32,8,1,888.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/2/11,-0.9,8,1,4.6,8,1,-5.0,8,1,0,1,8,1,0,1,8,1,9.6,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.2,8,1,8.9,8,北西,8,1,13.3,8,北西,8,1,北西,8,1,4.3,8,1,76,8,1,52,8,1,891.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/2/12,0.8,8,1,4.4,8,1,-2.2,8,1,11.0,0,8,1,2.0,0,8,1,0.3,0,8,1,,0,1,1,0,8,1,2,0,8,1,4.0,8,1,8.0,8,北西,8,1,14.0,8,南西,8,1,南,8,1,5.9,8,1,90,8,1,52,8,1,888.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/2/13,-2.8,8,1,1.6,8,1,-7.5,8,1,0.0,0,8,1,0.0,0,8,1,9.9,0,8,1,,0,1,1,0,8,1,2,0,8,1,5.3,8,1,10.4,8,北,8,1,14.2,8,北,8,1,北北東,8,1,3.9,8,1,81,8,1,22,8,1,888.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/2/14,2.6,8,1,5.7,8,1,-1.6,8,1,1.5,0,8,1,1.0,0,8,1,3.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.2,8,1,5.9,8,南西,8,1,10.8,8,南西,8,1,南南西,8,1,5.2,8,1,70,8,1,17,8,1,888.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/2/15,-0.6,8,1,3.7,8,1,-3.6,8,1,12.5,0,8,1,3.0,0,8,1,1.3,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.6,8,1,9.9,8,北,8,1,14.3,8,北,8,1,北北西,8,1,5.6,8,1,93,8,1,70,8,1,883.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/2/16,-2.7,8,1,2.1,8,1,-6.0,8,1,0,1,8,1,0,1,8,1,9.9,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.0,8,1,8.6,8,北北西,8,1,12.8,8,北北西,8,1,北西,8,1,3.6,8,1,74,8,1,48,8,1,888.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/2/17,1.8,8,1,5.2,8,1,-5.6,8,1,0.5,0,8,1,0.5,0,8,1,3.2,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.7,8,1,7.2,8,南南東,8,1,11.4,8,南西,8,1,南,8,1,4.5,8,1,62,8,1,15,8,1,888.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/2/18,6.4,8,1,10.2,8,1,1.1,8,1,69.5,0,8,1,13.5,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.7,8,1,12.4,8,南南西,8,1,23.9,8,南南西,8,1,西南西,8,1,9.7,8,1,100,8,1,96,8,1,882.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/2/19,-0.9,8,1,1.5,8,1,-3.3,8,1,9.0,0,8,1,2.0,0,8,1,0.0,0,8,1,,0,1,1,0,8,1,1,0,8,1,5.1,8,1,7.7,8,北北東,8,1,10.3,8,北,8,1,北北東,8,1,5.7,8,1,100,8,1,96,8,1,883.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/2/20,-2.9,8,1,1.8,8,1,-6.0,8,1,0.0,0,8,1,0.0,0,8,1,9.7,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.2,8,1,6.8,8,北,8,1,9.9,8,北西,8,1,北北西,8,1,3.9,8,1,80,8,1,56,8,1,888.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/2/21,-3.5,8,1,1.5,8,1,-7.1,8,1,0,1,8,1,0,1,8,1,8.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.8,8,1,7.4,8,北,8,1,10.7,8,北,8,1,西,8,1,3.5,8,1,73,8,1,48,8,1,891.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/2/22,-2.1,8,1,2.4,8,1,-6.1,8,1,0,1,8,1,0,1,8,1,1.7,0,4,1,,0,1,0,1,8,1,0,1,8,1,4.0,8,1,6.2,8,西,8,1,10.8,8,西,8,1,西,8,1,3.6,8,1,69,8,1,41,8,1,890.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/2/23,-1.8,8,1,2.5,8,1,-4.6,8,1,0.0,0,8,1,0.0,0,8,1,9.4,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.0,8,1,8.0,8,北西,8,1,12.4,8,西,8,1,西,8,1,4.3,8,1,81,8,1,41,8,1,890.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/2/24,-1.9,8,1,4.4,8,1,-6.0,8,1,0,1,8,1,0,1,8,1,10.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.7,8,1,9.2,8,北,8,1,11.9,8,北,8,1,北,8,1,3.1,8,1,60,8,1,25,8,1,892.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/2/25,1.6,8,1,6.9,8,1,-5.0,8,1,0,1,8,1,0,1,8,1,9.5,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.4,8,1,5.1,8,西,8,1,8.1,8,西,8,1,西,8,1,2.6,8,1,38,8,1,14,8,1,893.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/2/26,4.3,8,1,8.2,8,1,1.5,8,1,21.5,0,8,1,3.0,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.9,8,1,8.6,8,南東,8,1,11.6,8,南東,8,1,南,8,1,7.1,8,1,84,8,1,44,8,1,888.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/2/27,6.4,8,1,10.3,8,1,2.5,8,1,5.0,0,8,1,2.5,0,8,1,4.0,0,5,1,,0,1,0,1,8,1,0,1,8,1,3.8,8,1,6.3,8,北北西,8,1,12.0,8,南南西,8,1,北,8,1,7.4,5,1,75,8,1,10,8,1,883.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/2/28,7.6,8,1,14.4,8,1,1.8,8,1,0,1,8,1,0,1,8,1,9.9,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.8,8,1,8.5,8,南東,8,1,12.5,8,南東,8,1,北北東,8,1,2.9,8,1,27,8,1,5,8,1,887.2,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/3/1,6.2,8,1,12.1,8,1,-0.2,8,1,55.5,0,8,1,15.0,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,7.6,8,1,17.4,8,南西,8,1,29.9,8,南南西,8,1,西北西,8,1,8.6,8,1,88,8,1,28,8,1,882.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/3/2,-2.5,8,1,0.7,8,1,-5.0,8,1,0.0,0,8,1,0.0,0,8,1,2.5,0,8,1,,0,1,0,1,8,1,0,1,8,1,7.1,8,1,10.9,8,北,8,1,15.5,8,北,8,1,北,8,1,4.8,8,1,94,8,1,65,8,1,885.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/3/3,-2.0,8,1,3.4,8,1,-6.5,8,1,0.0,0,8,1,0.0,0,8,1,8.4,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.4,8,1,6.7,8,西南西,8,1,9.7,8,西南西,8,1,西,8,1,4.0,8,1,76,8,1,36,8,1,886.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/3/4,-0.9,8,1,4.3,8,1,-3.9,8,1,0.0,0,8,1,0.0,0,8,1,5.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.1,8,1,8.1,8,西,8,1,13.0,8,西,8,1,西,8,1,4.9,8,1,87,8,1,49,8,1,886.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/3/5,2.7,8,1,9.9,8,1,-2.1,8,1,0.0,0,8,1,0.0,0,8,1,10.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.1,8,1,6.3,8,北北西,8,1,8.8,8,北西,8,1,北北西,8,1,4.0,8,1,57,8,1,10,8,1,891.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2013/3/6,5.2,8,1,11.9,8,1,-1.7,8,1,0,1,8,1,0,1,8,1,10.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.5,8,1,5.6,8,西南西,8,1,9.0,8,西南西,8,1,西北西,8,1,3.8,8,1,45,8,1,5,8,1,891.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
